EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,JobRole,JobSatisfaction,JobLevel,BusinessTravel,DistanceFromHome,Salary,OverTime,EnvironmentSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
1028,35,Male,Divorced,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,10,3917,No,2,3,2,3,1
1029,42,Male,Married,No,Sales,Manager,3,5,Travel_Rarely,5,18303,No,4,21,4,1,0
1030,50,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,9,2380,No,1,8,3,1,0
1032,59,Female,Single,No,Research & Development,Manufacturing Director,4,4,Travel_Rarely,2,13726,Yes,3,30,3,5,4
1033,37,Female,Married,Yes,Research & Development,Healthcare Representative,2,2,Travel_Rarely,11,4777,No,1,15,1,1,0
1034,55,Male,Married,No,Research & Development,Healthcare Representative,2,2,Travel_Frequently,18,6385,Yes,3,17,3,8,6
1035,41,Female,Divorced,No,Research & Development,Research Director,3,5,Non-Travel,7,19973,No,2,21,3,21,5
1036,38,Male,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,3,6861,Yes,2,19,3,1,0
1037,26,Male,Single,Yes,Sales,Sales Executive,1,2,Non-Travel,29,4969,No,2,7,3,2,2
1038,52,Female,Married,Yes,Sales,Manager,4,5,Travel_Rarely,2,19845,No,1,33,3,32,6
1039,44,Female,Married,No,Sales,Sales Executive,4,4,Travel_Rarely,28,13320,Yes,4,23,3,12,11
1040,50,Female,Married,No,Sales,Sales Executive,3,2,Non-Travel,1,6347,No,4,19,3,18,0
1042,36,Female,Single,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,16,2743,No,3,18,3,17,15
1043,39,Female,Single,No,Research & Development,Manufacturing Director,1,3,Travel_Frequently,22,10880,Yes,4,21,3,21,2
1044,33,Female,Single,No,Sales,Sales Representative,4,1,Non-Travel,8,2342,No,2,3,2,2,2
1045,45,Female,Married,No,Sales,Manager,4,4,Travel_Rarely,11,17650,No,4,26,4,9,1
1046,32,Female,Single,No,Research & Development,Laboratory Technician,3,1,Non-Travel,29,4025,No,4,10,3,8,7
1047,34,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Rarely,1,9725,No,2,16,2,15,0
1048,59,Male,Married,No,Sales,Manager,4,3,Travel_Rarely,1,11904,Yes,2,14,1,6,0
1049,45,Male,Single,No,Human Resources,Human Resources,2,1,Travel_Rarely,24,2177,No,2,6,3,6,0
1050,53,Female,Married,No,Sales,Sales Executive,2,3,Travel_Frequently,2,7525,No,3,30,3,15,6
1052,36,Male,Divorced,Yes,Research & Development,Laboratory Technician,3,2,Travel_Rarely,15,4834,No,1,9,2,1,0
1053,26,Male,Married,Yes,Research & Development,Research Scientist,1,1,Travel_Frequently,2,2042,Yes,1,6,3,3,1
1055,34,Female,Married,No,Sales,Sales Representative,3,1,Travel_Rarely,10,2220,Yes,3,1,3,1,0
1056,28,Male,Married,No,Sales,Sales Representative,2,1,Travel_Rarely,10,1052,No,4,1,3,1,0
1060,38,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Frequently,3,2821,No,3,8,3,2,2
1061,50,Male,Married,No,Research & Development,Research Director,3,5,Travel_Rarely,2,19237,Yes,2,29,2,8,7
1062,37,Female,Single,No,Research & Development,Healthcare Representative,2,2,Travel_Rarely,3,4107,No,4,8,2,4,0
1066,40,Male,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,26,8396,No,3,8,2,7,7
1068,26,Female,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Frequently,1,2007,No,1,5,3,5,1
1069,46,Male,Divorced,No,Research & Development,Research Director,4,5,Travel_Rarely,1,19627,No,4,23,3,2,2
1070,54,Female,Married,No,Sales,Sales Executive,3,3,Travel_Rarely,2,10686,No,3,13,3,9,7
1071,56,Female,Married,No,Research & Development,Research Scientist,3,1,Travel_Frequently,9,2942,No,1,18,3,5,0
1073,36,Female,Single,No,Research & Development,Manufacturing Director,4,3,Travel_Rarely,12,8858,No,4,15,2,14,7
1074,55,Male,Single,No,Research & Development,Manager,1,4,Non-Travel,2,16756,No,3,31,4,9,6
1076,43,Male,Divorced,No,Sales,Sales Executive,4,3,Travel_Rarely,25,10798,No,3,18,3,1,0
1077,20,Female,Single,Yes,Sales,Sales Representative,4,1,Travel_Frequently,9,2323,Yes,4,2,3,2,0
1079,21,Female,Single,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,10,1416,No,3,1,2,1,1
1080,46,Female,Divorced,No,Research & Development,Research Scientist,1,2,Travel_Rarely,8,4615,Yes,4,19,3,16,1
1081,51,Male,Married,Yes,Research & Development,Research Scientist,3,1,Travel_Rarely,4,2461,Yes,1,18,4,10,2
1082,28,Male,Single,Yes,Research & Development,Healthcare Representative,1,3,Non-Travel,24,8722,No,2,10,2,10,1
1083,26,Male,Married,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,1,3955,No,1,6,3,5,1
1084,30,Male,Married,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,20,9957,No,3,7,2,6,0
1085,41,Female,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,7,3376,No,2,10,3,10,0
1088,38,Female,Married,No,Research & Development,Healthcare Representative,3,3,Travel_Rarely,17,8823,No,3,20,2,19,1
1092,40,Male,Married,No,Research & Development,Healthcare Representative,4,3,Travel_Rarely,20,10322,No,1,14,3,11,11
1094,27,Male,Married,No,Research & Development,Laboratory Technician,3,1,Non-Travel,8,4621,No,1,3,3,3,1
1096,55,Male,Married,No,Research & Development,Manufacturing Director,2,3,Travel_Frequently,2,10976,No,4,23,3,3,1
1097,28,Female,Single,No,Research & Development,Research Scientist,3,2,Travel_Rarely,10,3660,No,3,10,4,8,1
1098,44,Male,Married,Yes,Human Resources,Human Resources,1,3,Travel_Rarely,1,10482,No,2,24,3,20,3
1099,33,Male,Divorced,No,Research & Development,Healthcare Representative,4,3,Travel_Rarely,5,7119,No,4,9,3,3,1
1100,35,Male,Single,Yes,Sales,Sales Executive,1,3,Travel_Rarely,4,9582,Yes,4,9,3,8,4
1101,33,Female,Single,Yes,Research & Development,Research Scientist,3,2,Travel_Frequently,29,4508,No,1,14,3,13,3
1102,28,Male,Divorced,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,15,2207,No,1,4,2,4,2
1103,34,Male,Single,No,Research & Development,Healthcare Representative,4,2,Travel_Frequently,3,7756,No,1,7,2,6,0
1105,37,Female,Divorced,No,Sales,Sales Executive,4,2,Travel_Rarely,10,6694,Yes,4,8,3,1,0
1106,25,Male,Married,Yes,Research & Development,Laboratory Technician,4,1,Travel_Rarely,4,3691,Yes,4,7,4,7,5
1107,26,Male,Divorced,Yes,Research & Development,Laboratory Technician,3,1,Travel_Rarely,21,2377,No,1,1,2,1,0
1108,33,Male,Single,Yes,Research & Development,Research Scientist,2,1,Travel_Rarely,25,2313,Yes,1,5,3,2,2
1109,42,Male,Married,No,Research & Development,Manager,1,4,Travel_Rarely,2,17665,No,4,23,3,22,13
1111,28,Male,Divorced,Yes,Research & Development,Laboratory Technician,2,1,Travel_Frequently,1,2596,No,1,1,3,1,0
1113,50,Male,Single,Yes,Sales,Sales Executive,3,2,Travel_Frequently,1,4728,Yes,4,5,3,0,0
1114,33,Female,Married,No,Sales,Sales Executive,2,2,Travel_Frequently,7,4302,No,4,4,3,3,0
1115,34,Male,Married,No,Research & Development,Research Scientist,4,1,Non-Travel,3,2979,No,3,6,3,0,0
1116,48,Male,Single,No,Research & Development,Manager,4,4,Non-Travel,1,16885,No,1,27,2,5,2
1117,45,Female,Married,No,Sales,Sales Executive,3,2,Non-Travel,9,5593,No,2,15,3,15,4
1118,52,Male,Single,No,Research & Development,Healthcare Representative,2,3,Travel_Rarely,7,10445,No,2,18,3,8,4
1119,38,Male,Divorced,No,Sales,Sales Executive,3,3,Travel_Rarely,10,8740,Yes,3,9,3,8,2
1120,29,Female,Divorced,No,Research & Development,Research Scientist,4,1,Travel_Rarely,28,2514,No,3,11,3,7,1
1121,28,Female,Divorced,No,Research & Development,Manufacturing Director,2,3,Travel_Rarely,3,7655,No,4,10,2,9,1
1124,46,Male,Married,No,Sales,Manager,3,4,Travel_Rarely,3,17465,No,1,23,3,12,4
1125,38,Male,Single,No,Sales,Sales Executive,2,3,Travel_Rarely,2,7351,No,4,10,3,1,0
1126,43,Female,Married,No,Research & Development,Manufacturing Director,1,3,Travel_Frequently,27,10820,No,3,18,3,8,0
1127,39,Male,Divorced,Yes,Research & Development,Healthcare Representative,4,4,Travel_Frequently,2,12169,No,1,21,3,18,11
1128,40,Male,Single,No,Research & Development,Research Director,3,5,Travel_Rarely,14,19626,No,3,21,4,20,4
1131,21,Female,Single,No,Research & Development,Research Scientist,2,1,Travel_Rarely,1,2070,Yes,4,2,4,2,2
1132,39,Male,Single,No,Research & Development,Laboratory Technician,2,2,Non-Travel,9,6782,No,3,9,2,5,0
1133,36,Male,Single,No,Research & Development,Manufacturing Director,4,2,Non-Travel,18,7779,No,1,18,3,11,0
1135,31,Male,Married,No,Sales,Sales Representative,4,1,Travel_Frequently,20,2791,No,3,3,3,2,2
1136,28,Male,Married,No,Research & Development,Research Scientist,2,1,Travel_Rarely,2,3201,No,1,6,1,5,0
1137,35,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Frequently,11,4968,No,4,5,3,5,0
1138,49,Male,Married,No,Sales,Sales Executive,2,4,Travel_Rarely,8,13120,No,4,22,3,9,2
1140,34,Male,Single,No,Research & Development,Manufacturing Director,3,2,Travel_Frequently,2,4033,No,4,5,2,3,0
1143,29,Female,Divorced,No,Research & Development,Research Scientist,2,1,Travel_Frequently,10,3291,No,4,8,2,7,1
1148,42,Male,Single,No,Research & Development,Laboratory Technician,4,2,Travel_Rarely,29,4272,No,2,16,3,1,0
1150,29,Male,Married,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,8,5056,Yes,2,10,2,10,1
1152,38,Male,Married,No,Human Resources,Human Resources,3,1,Travel_Rarely,1,2844,No,3,7,4,7,5
1154,28,Male,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Frequently,6,2703,Yes,3,3,3,3,0
1156,18,Male,Single,Yes,Research & Development,Laboratory Technician,3,1,Non-Travel,8,1904,No,3,0,3,0,0
1157,33,Female,Single,Yes,Sales,Sales Executive,1,2,Travel_Rarely,9,8224,Yes,1,6,3,5,0
1158,41,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,12,4766,Yes,2,6,3,1,0
1160,31,Male,Married,Yes,Research & Development,Laboratory Technician,3,1,Travel_Frequently,15,2610,No,3,2,2,2,2
1161,37,Female,Divorced,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,25,5731,No,3,9,3,6,1
1162,27,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,6,2539,No,4,4,3,4,2
1163,34,Female,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,9,5714,No,2,6,2,6,1
1164,35,Male,Single,No,Human Resources,Human Resources,3,1,Travel_Rarely,8,4323,No,3,6,1,5,1
1165,29,Female,Married,Yes,Sales,Sales Executive,1,3,Travel_Rarely,23,7336,No,4,11,1,11,3
1166,40,Female,Single,No,Research & Development,Research Director,3,3,Travel_Frequently,9,13499,No,2,20,2,18,2
1167,42,Male,Single,Yes,Sales,Sales Executive,1,4,Travel_Frequently,12,13758,Yes,3,22,2,21,13
1171,42,Male,Single,No,Sales,Sales Executive,1,2,Travel_Rarely,4,5155,No,2,9,4,6,1
1172,35,Male,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,1,2258,No,4,10,3,8,1
1173,24,Male,Single,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,24,3597,No,4,6,3,4,1
1175,28,Female,Married,Yes,Research & Development,Laboratory Technician,4,1,Travel_Rarely,12,2515,Yes,3,1,2,1,0
1177,26,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,3,4420,No,1,8,3,8,0
1179,30,Male,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,10,6578,No,3,10,3,10,1
1180,40,Female,Married,No,Research & Development,Research Scientist,4,2,Travel_Frequently,26,4422,Yes,3,16,1,1,0
1182,35,Male,Divorced,No,Research & Development,Manufacturing Director,2,3,Travel_Rarely,2,10274,No,3,15,4,7,6
1184,34,Male,Single,No,Research & Development,Healthcare Representative,1,2,Travel_Frequently,1,5343,No,4,14,3,13,4
1185,35,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Frequently,4,2376,No,4,2,4,2,2
1188,43,Female,Single,Yes,Sales,Sales Executive,3,2,Travel_Rarely,9,5346,No,1,7,2,4,1
1190,32,Female,Divorced,No,Sales,Sales Representative,1,1,Non-Travel,2,2827,No,3,1,3,1,0
1191,56,Female,Divorced,No,Research & Development,Manager,1,5,Travel_Rarely,4,19943,No,4,28,3,5,4
1192,29,Female,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,6,3131,No,2,10,3,10,0
1193,19,Male,Single,No,Research & Development,Research Scientist,1,1,Travel_Rarely,9,2552,No,3,1,3,1,0
1195,45,Female,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,7,4477,Yes,1,7,2,3,0
1196,37,Female,Married,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,1,6474,No,4,14,2,14,3
1198,20,Male,Single,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,3,3033,No,1,2,2,2,1
1200,44,Male,Single,Yes,Research & Development,Research Scientist,3,1,Travel_Rarely,10,2936,Yes,3,6,3,6,0
1201,53,Female,Divorced,No,Research & Development,Manager,3,5,Travel_Rarely,7,18606,No,4,26,3,7,4
1202,29,Female,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,15,2168,Yes,2,6,2,5,1
1203,22,Male,Married,Yes,Research & Development,Research Scientist,4,1,Travel_Frequently,3,2853,Yes,3,1,3,0,0
1204,46,Female,Married,No,Sales,Manager,1,4,Travel_Rarely,2,17048,No,3,28,3,26,15
1206,44,Male,Single,No,Research & Development,Research Scientist,3,1,Non-Travel,17,2290,No,4,6,3,0,0
1207,33,Male,Married,No,Human Resources,Human Resources,3,1,Travel_Rarely,2,3600,No,2,5,3,5,1
1210,41,Male,Divorced,Yes,Research & Development,Research Scientist,1,1,Non-Travel,5,2107,No,1,5,1,1,0
1211,30,Male,Divorced,No,Sales,Sales Executive,1,2,Travel_Rarely,29,4115,No,3,8,3,4,0
1212,40,Male,Married,No,Sales,Sales Executive,2,2,Travel_Frequently,2,4327,No,2,5,3,0,0
1215,50,Female,Married,No,Research & Development,Manager,1,4,Travel_Frequently,2,17856,No,4,32,3,2,2
1216,28,Male,Married,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,19,3196,No,4,6,3,6,3
1217,46,Male,Married,No,Research & Development,Research Director,2,5,Travel_Rarely,15,19081,No,4,25,3,4,0
1218,35,Male,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,17,8966,Yes,3,15,3,7,1
1219,24,Female,Married,Yes,Research & Development,Laboratory Technician,2,1,Travel_Rarely,17,2210,No,4,1,1,1,0
1220,33,Female,Married,No,Sales,Sales Executive,3,2,Travel_Frequently,25,4539,No,2,10,2,10,0
1221,36,Male,Divorced,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,6,2741,No,3,7,3,7,1
1224,30,Male,Divorced,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,7,3491,No,3,10,2,10,8
1225,44,Male,Single,No,Research & Development,Research Scientist,4,2,Travel_Rarely,29,4541,No,4,20,3,20,13
1226,20,Male,Single,No,Sales,Sales Representative,4,1,Travel_Rarely,21,2678,No,3,2,3,2,2
1228,46,Male,Divorced,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,2,7379,No,4,12,2,6,1
1231,42,Male,Married,No,Human Resources,Human Resources,1,2,Non-Travel,2,6272,No,4,10,4,4,0
1233,60,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Rarely,7,5220,Yes,2,12,3,11,1
1234,32,Female,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Frequently,13,2743,No,3,2,3,2,2
1235,32,Female,Single,No,Research & Development,Research Scientist,3,2,Travel_Frequently,2,4998,Yes,4,10,3,8,0
1237,36,Female,Divorced,No,Research & Development,Manufacturing Director,1,3,Travel_Rarely,1,10252,Yes,3,17,3,7,7
1238,33,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,9,2781,No,1,15,3,14,4
1239,40,Female,Divorced,No,Sales,Sales Executive,2,2,Travel_Rarely,10,6852,No,2,7,4,5,1
1240,25,Male,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,10,4950,No,3,5,3,4,1
1241,30,Male,Married,No,Research & Development,Research Scientist,2,1,Travel_Rarely,1,3579,Yes,4,12,3,11,5
1242,42,Female,Married,No,Research & Development,Research Director,1,3,Travel_Frequently,26,13191,Yes,1,20,3,1,0
1243,35,Female,Married,No,Sales,Sales Executive,4,3,Non-Travel,8,10377,Yes,3,16,2,13,4
1244,27,Male,Married,No,Research & Development,Research Scientist,1,1,Travel_Rarely,14,2235,Yes,1,9,2,9,6
1245,54,Female,Divorced,No,Research & Development,Manufacturing Director,3,3,Travel_Frequently,1,10502,No,4,33,1,5,1
1246,44,Female,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,2,2011,No,1,10,3,10,7
1248,19,Female,Single,Yes,Research & Development,Research Scientist,2,1,Non-Travel,10,1859,Yes,1,1,4,1,0
1249,29,Female,Divorced,No,Research & Development,Research Scientist,4,1,Travel_Rarely,1,3760,No,1,3,3,3,1
1250,54,Male,Married,No,Research & Development,Research Director,4,4,Travel_Rarely,3,17779,No,4,36,3,10,0
1251,31,Male,Married,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,11,6833,Yes,3,6,2,6,0
1252,31,Female,Single,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,24,6812,No,3,10,3,10,1
1254,59,Female,Single,No,Sales,Sales Executive,4,2,Travel_Rarely,3,5171,No,3,13,3,6,0
1255,43,Male,Married,No,Research & Development,Research Director,4,5,Travel_Rarely,3,19740,No,3,25,3,8,0
1256,49,Male,Married,No,Research & Development,Manager,3,5,Travel_Rarely,4,18711,No,1,23,4,1,0
1257,36,Male,Married,No,Research & Development,Research Scientist,2,1,Travel_Frequently,3,3692,No,3,12,2,11,0
1258,48,Male,Single,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,2,2559,No,4,7,2,1,0
1259,27,Male,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Rarely,4,2517,No,1,5,3,5,0
1260,29,Male,Divorced,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,7,6623,Yes,3,6,3,6,1
1263,48,Male,Single,No,Research & Development,Research Director,4,5,Travel_Rarely,1,18265,No,4,25,4,1,0
1264,29,Female,Divorced,No,Research & Development,Research Director,4,4,Travel_Rarely,1,16124,No,4,9,2,7,1
1265,34,Female,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,20,2585,No,3,2,2,1,0
1267,44,Male,Married,No,Sales,Manager,2,5,Travel_Rarely,5,18213,No,2,26,3,22,3
1268,33,Male,Divorced,No,Sales,Sales Executive,3,3,Travel_Rarely,10,8380,Yes,4,10,3,9,0
1269,19,Female,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,25,2994,Yes,2,1,3,1,0
1270,23,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,1,1223,No,4,1,3,1,0
1273,25,Male,Single,Yes,Sales,Sales Representative,4,1,Travel_Frequently,24,1118,Yes,3,1,3,1,1
1275,26,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,4,2875,Yes,3,8,2,8,2
1277,45,Female,Single,Yes,Sales,Manager,2,5,Travel_Rarely,2,18824,Yes,1,26,3,24,1
1278,55,Male,Divorced,No,Research & Development,Healthcare Representative,2,4,Non-Travel,8,13577,Yes,4,34,3,33,15
1279,21,Female,Single,Yes,Research & Development,Laboratory Technician,3,1,Travel_Frequently,10,2625,No,1,2,1,2,2
1280,46,Female,Married,No,Sales,Manager,2,5,Travel_Rarely,4,18789,No,4,26,3,11,0
1281,34,Female,Single,No,Sales,Sales Executive,1,2,Travel_Rarely,2,4538,Yes,3,4,3,3,0
1282,51,Male,Divorced,No,Sales,Manager,2,5,Travel_Frequently,9,19847,Yes,4,31,2,29,11
1283,59,Male,Single,No,Research & Development,Manufacturing Director,4,3,Travel_Rarely,18,10512,No,4,25,2,9,5
1285,34,Female,Divorced,No,Research & Development,Laboratory Technician,2,2,Travel_Frequently,19,4444,No,3,15,4,11,5
1286,28,Male,Single,No,Research & Development,Laboratory Technician,3,1,Travel_Frequently,1,2154,Yes,4,5,2,4,0
1288,44,Male,Divorced,No,Research & Development,Manager,1,5,Travel_Rarely,4,19190,No,3,26,2,25,14
1289,34,Male,Married,No,Human Resources,Human Resources,2,2,Travel_Frequently,11,4490,No,3,14,4,10,1
1291,35,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,6,3506,Yes,3,4,3,3,2
1292,42,Female,Married,No,Research & Development,Research Scientist,2,2,Travel_Rarely,7,2372,Yes,2,18,3,1,0
1293,43,Female,Single,No,Sales,Sales Executive,4,3,Travel_Rarely,4,10231,No,4,23,4,21,15
1294,36,Female,Single,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,2,5410,Yes,3,18,3,16,5
1295,44,Female,Married,Yes,Research & Development,Healthcare Representative,4,3,Travel_Rarely,15,7978,No,1,10,3,10,0
1296,28,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Frequently,2,3867,Yes,4,2,3,2,2
1297,51,Female,Single,No,Research & Development,Laboratory Technician,3,1,Travel_Frequently,6,2838,No,2,8,2,7,7
1298,30,Female,Single,No,Research & Development,Manufacturing Director,3,2,Non-Travel,9,4695,Yes,3,10,3,8,1
1299,29,Female,Divorced,Yes,Research & Development,Laboratory Technician,3,1,Travel_Rarely,7,3339,Yes,2,10,3,7,7
1301,28,Male,Single,No,Research & Development,Research Scientist,1,1,Travel_Rarely,1,2080,No,4,5,2,3,1
1303,25,Female,Single,No,Research & Development,Research Scientist,2,1,Travel_Rarely,1,2096,No,4,2,2,2,2
1304,32,Male,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,8,6209,No,3,10,4,10,0
1306,45,Female,Single,No,Research & Development,Manager,2,5,Travel_Frequently,25,18061,No,2,22,3,0,0
1307,39,Female,Divorced,No,Research & Development,Manager,2,4,Travel_Rarely,13,17123,Yes,3,21,3,19,15
1308,58,Male,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Rarely,23,2372,No,1,2,3,2,2
1309,32,Male,Married,Yes,Research & Development,Laboratory Technician,3,2,Travel_Rarely,7,4883,No,4,10,3,10,1
1310,39,Male,Single,Yes,Research & Development,Research Scientist,1,1,Travel_Rarely,23,3904,No,3,6,3,5,0
1311,30,Female,Married,No,Research & Development,Laboratory Technician,4,2,Travel_Rarely,6,4627,No,1,10,3,9,6
1312,36,Female,Married,No,Research & Development,Healthcare Representative,3,3,Travel_Rarely,10,7094,No,4,10,3,7,1
1314,46,Female,Single,No,Human Resources,Human Resources,1,1,Travel_Rarely,1,3423,No,4,10,4,7,5
1315,28,Female,Married,No,Research & Development,Laboratory Technician,4,2,Non-Travel,1,6674,No,3,10,3,9,7
1317,50,Female,Married,No,Research & Development,Research Director,1,4,Travel_Rarely,28,16880,Yes,4,25,3,3,1
1318,40,Male,Single,Yes,Sales,Sales Executive,2,3,Travel_Rarely,25,9094,Yes,4,9,3,5,1
1319,52,Male,Single,Yes,Sales,Sales Executive,2,3,Travel_Rarely,5,8446,Yes,2,10,2,8,7
1321,30,Female,Married,No,Research & Development,Manager,1,3,Travel_Rarely,17,11916,Yes,2,9,3,9,0
1322,39,Male,Single,No,Research & Development,Manufacturing Director,3,2,Travel_Rarely,18,4534,No,1,9,3,8,1
1324,31,Female,Divorced,No,Sales,Sales Executive,3,3,Non-Travel,2,9852,Yes,4,10,2,10,9
1329,41,Male,Single,No,Sales,Sales Executive,2,2,Non-Travel,10,6151,No,3,19,3,19,11
1331,31,Female,Single,Yes,Sales,Sales Representative,2,1,Travel_Frequently,1,2302,Yes,4,3,4,3,2
1333,44,Male,Married,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,3,2362,No,1,10,4,3,1
1334,42,Male,Married,No,Research & Development,Manager,3,4,Non-Travel,2,17861,Yes,3,21,2,20,2
1336,55,Female,Married,No,Research & Development,Manager,3,5,Travel_Rarely,2,19187,No,4,23,3,19,9
1338,56,Male,Single,No,Human Resources,Manager,2,5,Travel_Rarely,8,19717,No,4,36,3,7,7
1340,40,Male,Divorced,No,Research & Development,Research Scientist,3,1,Non-Travel,16,3544,No,3,6,3,4,0
1344,34,Male,Divorced,No,Research & Development,Healthcare Representative,4,3,Travel_Rarely,9,8500,No,4,10,2,9,1
1346,40,Male,Single,No,Research & Development,Research Scientist,4,2,Travel_Rarely,2,4661,No,3,9,3,9,8
1349,41,Female,Divorced,No,Sales,Sales Executive,1,2,Travel_Frequently,1,4103,No,3,10,3,9,1
1350,35,Male,Single,No,Research & Development,Research Scientist,3,2,Travel_Frequently,4,4249,Yes,3,9,3,9,1
1352,51,Male,Divorced,No,Human Resources,Manager,2,4,Travel_Rarely,5,14026,Yes,3,33,3,33,0
1355,38,Female,Divorced,No,Sales,Sales Executive,1,2,Travel_Rarely,2,6893,No,2,11,3,7,1
1356,34,Female,Single,No,Sales,Sales Executive,1,2,Travel_Rarely,15,6125,No,3,10,4,10,9
1358,25,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,19,3669,No,4,7,2,3,1
1360,58,Female,Married,Yes,Research & Development,Manufacturing Director,1,3,Travel_Rarely,7,10008,Yes,3,31,2,10,5
1361,40,Male,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,1,2387,No,2,7,3,4,0
1362,36,Female,Married,No,Sales,Sales Executive,1,2,Travel_Frequently,7,4639,No,1,17,2,15,6
1363,48,Male,Single,No,Research & Development,Manufacturing Director,4,3,Travel_Rarely,4,7898,No,4,11,3,10,0
1364,27,Female,Married,No,Sales,Sales Representative,4,1,Travel_Rarely,11,2534,No,3,5,3,1,0
1367,51,Female,Single,No,Research & Development,Manufacturing Director,2,4,Travel_Rarely,11,13142,No,4,29,2,5,0
1368,18,Female,Single,No,Research & Development,Laboratory Technician,4,1,Non-Travel,1,1611,No,4,0,4,0,0
1369,35,Female,Married,No,Research & Development,Laboratory Technician,4,2,Travel_Rarely,1,5363,No,4,10,3,9,0
1371,27,Male,Single,No,Sales,Sales Executive,4,2,Travel_Frequently,2,5071,No,4,8,3,6,0
1372,55,Male,Single,Yes,Sales,Sales Executive,3,4,Travel_Rarely,13,13695,Yes,1,24,2,19,3
1373,56,Male,Married,No,Research & Development,Manufacturing Director,2,4,Travel_Rarely,23,13402,Yes,4,33,3,19,15
1374,34,Female,Divorced,No,Research & Development,Research Scientist,3,1,Non-Travel,26,2029,No,1,5,3,5,0
1375,40,Female,Divorced,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,2,6377,No,2,15,3,12,11
1377,34,Male,Married,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,29,5429,No,2,10,3,8,7
1379,31,Female,Single,Yes,Sales,Sales Representative,4,1,Travel_Frequently,2,2785,No,3,3,4,1,0
1380,35,Female,Married,Yes,Sales,Sales Executive,3,2,Travel_Frequently,18,4614,Yes,4,5,2,4,3
1382,38,Male,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Frequently,7,2610,No,4,4,3,4,0
